image_path,xmin,ymin,xmax,ymax,mzl_label,segm_idx,tablet_CDLI,view_desc
P337153_31_256_256.jpg,101.0,440.0,166.0,512.0,724.0,31,P337153,Rev
P337153_31_256_256.jpg,157.0,441.0,236.0,512.0,110.0,31,P337153,Rev
P337153_31_256_256.jpg,359.0,445.0,405.0,509.0,661.0,31,P337153,Rev
P337153_31_256_256.jpg,397.0,441.0,448.0,507.0,839.0,31,P337153,Rev
P337153_31_256_512.jpg,35.0,283.0,145.0,379.0,380.0,31,P337153,Rev
P337153_31_256_512.jpg,34.0,359.0,175.0,451.0,720.0,31,P337153,Rev
P337153_31_256_512.jpg,163.0,367.0,261.0,441.0,89.0,31,P337153,Rev
P337153_31_256_512.jpg,103.0,445.0,149.0,509.0,661.0,31,P337153,Rev
P337153_31_256_512.jpg,141.0,441.0,192.0,507.0,839.0,31,P337153,Rev
P337153_31_256_512.jpg,199.0,444.0,294.0,512.0,490.0,31,P337153,Rev
P337153_31_512_0.jpg,193.0,38.0,262.0,114.0,380.0,31,P337153,Rev
P337153_31_512_0.jpg,265.0,43.0,381.0,123.0,136.0,31,P337153,Rev
P337153_31_512_0.jpg,372.0,33.0,467.0,119.0,111.0,31,P337153,Rev
P337153_31_512_0.jpg,282.0,115.0,434.0,195.0,887.0,31,P337153,Rev
P337153_31_512_0.jpg,428.0,109.0,512.0,194.0,484.0,31,P337153,Rev
P337153_31_512_0.jpg,235.0,187.0,308.0,271.0,10.0,31,P337153,Rev
P337153_31_512_0.jpg,286.0,182.0,375.0,276.0,596.0,31,P337153,Rev
P337153_31_512_0.jpg,357.0,184.0,422.0,273.0,724.0,31,P337153,Rev
P337153_31_512_0.jpg,413.0,185.0,492.0,272.0,110.0,31,P337153,Rev
P337153_31_512_256.jpg,9.0,43.0,125.0,123.0,136.0,31,P337153,Rev
P337153_31_512_256.jpg,116.0,33.0,211.0,119.0,111.0,31,P337153,Rev
P337153_31_512_256.jpg,202.0,38.0,298.0,118.0,828.0,31,P337153,Rev
P337153_31_512_256.jpg,291.0,27.0,401.0,123.0,380.0,31,P337153,Rev
P337153_31_512_256.jpg,26.0,115.0,178.0,195.0,887.0,31,P337153,Rev
P337153_31_512_256.jpg,172.0,109.0,282.0,194.0,484.0,31,P337153,Rev
P337153_31_512_256.jpg,290.0,103.0,431.0,195.0,720.0,31,P337153,Rev
P337153_31_512_256.jpg,419.0,111.0,512.0,185.0,89.0,31,P337153,Rev
P337153_31_512_256.jpg,0.0,187.0,52.0,271.0,10.0,31,P337153,Rev
P337153_31_512_256.jpg,30.0,182.0,119.0,276.0,596.0,31,P337153,Rev
P337153_31_512_256.jpg,101.0,184.0,166.0,273.0,724.0,31,P337153,Rev
P337153_31_512_256.jpg,157.0,185.0,236.0,272.0,110.0,31,P337153,Rev
P337153_31_512_256.jpg,359.0,189.0,405.0,253.0,661.0,31,P337153,Rev
P337153_31_512_256.jpg,397.0,185.0,448.0,251.0,839.0,31,P337153,Rev
P337153_31_512_512.jpg,35.0,27.0,145.0,123.0,380.0,31,P337153,Rev
P337153_31_512_512.jpg,34.0,103.0,175.0,195.0,720.0,31,P337153,Rev
P337153_31_512_512.jpg,163.0,111.0,261.0,185.0,89.0,31,P337153,Rev
P337153_31_512_512.jpg,103.0,189.0,149.0,253.0,661.0,31,P337153,Rev
P337153_31_512_512.jpg,141.0,185.0,192.0,251.0,839.0,31,P337153,Rev
P337153_31_512_512.jpg,199.0,188.0,294.0,259.0,490.0,31,P337153,Rev
P337163_49_0_256.jpg,436.0,448.0,512.0,493.0,110.0,49,P337163,Obv
P337163_49_0_256.jpg,340.0,349.0,395.0,389.0,839.0,49,P337163,Obv
P337163_49_0_256.jpg,391.0,341.0,476.0,385.0,552.0,49,P337163,Obv
P337163_49_0_256.jpg,341.0,319.0,394.0,354.0,552.0,49,P337163,Obv
P337163_49_0_256.jpg,380.0,377.0,458.0,422.0,14.0,49,P337163,Obv
P337163_49_0_256.jpg,441.0,377.0,506.0,419.0,10.0,49,P337163,Obv
P337163_49_0_256.jpg,284.0,390.0,354.0,432.0,10.0,49,P337163,Obv
P337163_49_0_256.jpg,423.0,418.0,512.0,462.0,511.0,49,P337163,Obv
P337163_49_0_256.jpg,272.0,465.0,339.0,508.0,548.0,49,P337163,Obv
P337163_49_0_256.jpg,339.0,460.0,445.0,502.0,24.0,49,P337163,Obv
P337163_49_0_256.jpg,391.0,282.0,484.0,328.0,566.0,49,P337163,Obv
P337163_49_0_256.jpg,369.0,425.0,429.0,464.0,464.0,49,P337163,Obv
P337163_49_0_256.jpg,343.0,372.0,390.0,424.0,632.0,49,P337163,Obv
P337163_49_0_256.jpg,303.0,427.0,374.0,470.0,246.0,49,P337163,Obv
P337163_49_0_256.jpg,401.0,255.0,511.0,288.0,112.0,49,P337163,Obv
P337163_49_0_256.jpg,393.0,316.0,476.0,345.0,1.0,49,P337163,Obv
P337163_49_0_512.jpg,296.0,411.0,345.0,453.0,859.0,49,P337163,Obv
P337163_49_0_512.jpg,262.0,251.0,307.0,289.0,859.0,49,P337163,Obv
P337163_49_0_512.jpg,180.0,448.0,269.0,493.0,110.0,49,P337163,Obv
P337163_49_0_512.jpg,84.0,349.0,139.0,389.0,839.0,49,P337163,Obv
P337163_49_0_512.jpg,243.0,377.0,304.0,418.0,839.0,49,P337163,Obv
P337163_49_0_512.jpg,135.0,341.0,220.0,385.0,552.0,49,P337163,Obv
P337163_49_0_512.jpg,85.0,319.0,138.0,354.0,552.0,49,P337163,Obv
P337163_49_0_512.jpg,124.0,377.0,202.0,422.0,14.0,49,P337163,Obv
P337163_49_0_512.jpg,185.0,377.0,250.0,419.0,10.0,49,P337163,Obv
P337163_49_0_512.jpg,305.0,311.0,399.0,344.0,10.0,49,P337163,Obv
P337163_49_0_512.jpg,28.0,390.0,98.0,432.0,10.0,49,P337163,Obv
P337163_49_0_512.jpg,218.0,282.0,309.0,321.0,10.0,49,P337163,Obv
P337163_49_0_512.jpg,299.0,240.0,398.0,279.0,10.0,49,P337163,Obv
P337163_49_0_512.jpg,216.0,308.0,308.0,351.0,10.0,49,P337163,Obv
P337163_49_0_512.jpg,418.0,435.0,489.0,477.0,599.0,49,P337163,Obv
P337163_49_0_512.jpg,362.0,360.0,429.0,418.0,596.0,49,P337163,Obv
P337163_49_0_512.jpg,485.0,354.0,512.0,405.0,724.0,49,P337163,Obv
P337163_49_0_512.jpg,167.0,418.0,268.0,462.0,511.0,49,P337163,Obv
P337163_49_0_512.jpg,16.0,465.0,83.0,508.0,548.0,49,P337163,Obv
P337163_49_0_512.jpg,83.0,460.0,189.0,502.0,24.0,49,P337163,Obv
P337163_49_0_512.jpg,299.0,370.0,370.0,412.0,379.0,49,P337163,Obv
P337163_49_0_512.jpg,135.0,282.0,228.0,328.0,566.0,49,P337163,Obv
P337163_49_0_512.jpg,113.0,425.0,173.0,464.0,464.0,49,P337163,Obv
P337163_49_0_512.jpg,429.0,362.0,487.0,405.0,812.0,49,P337163,Obv
P337163_49_0_512.jpg,359.0,399.0,441.0,451.0,118.0,49,P337163,Obv
P337163_49_0_512.jpg,87.0,372.0,134.0,424.0,632.0,49,P337163,Obv
P337163_49_0_512.jpg,263.0,446.0,345.0,488.0,567.0,49,P337163,Obv
P337163_49_0_512.jpg,304.0,262.0,350.0,317.0,562.0,49,P337163,Obv
P337163_49_0_512.jpg,421.0,467.0,461.0,512.0,580.0,49,P337163,Obv
P337163_49_0_512.jpg,437.0,400.0,512.0,440.0,89.0,49,P337163,Obv
P337163_49_0_512.jpg,47.0,427.0,118.0,470.0,246.0,49,P337163,Obv
P337163_49_0_512.jpg,363.0,473.0,423.0,512.0,262.0,49,P337163,Obv
P337163_49_0_512.jpg,300.0,331.0,426.0,376.0,326.0,49,P337163,Obv
P337163_49_0_512.jpg,449.0,301.0,512.0,338.0,496.0,49,P337163,Obv
P337163_49_0_512.jpg,344.0,271.0,429.0,312.0,71.0,49,P337163,Obv
P337163_49_0_512.jpg,145.0,255.0,255.0,288.0,112.0,49,P337163,Obv
P337163_49_0_512.jpg,137.0,316.0,220.0,345.0,1.0,49,P337163,Obv
P337163_49_0_512.jpg,227.0,334.0,276.0,379.0,661.0,49,P337163,Obv
P337163_49_0_512.jpg,466.0,371.0,487.0,400.0,825.0,49,P337163,Obv
P337163_49_0_512.jpg,456.0,459.0,504.0,512.0,561.0,49,P337163,Obv
P337163_49_0_768.jpg,40.0,411.0,89.0,453.0,859.0,49,P337163,Obv
P337163_49_0_768.jpg,6.0,251.0,51.0,289.0,859.0,49,P337163,Obv
P337163_49_0_768.jpg,240.0,232.0,297.0,269.0,484.0,49,P337163,Obv
P337163_49_0_768.jpg,250.0,319.0,301.0,372.0,110.0,49,P337163,Obv
P337163_49_0_768.jpg,245.0,463.0,301.0,510.0,300.0,49,P337163,Obv
P337163_49_0_768.jpg,259.0,396.0,295.0,433.0,869.0,49,P337163,Obv
P337163_49_0_768.jpg,0.0,377.0,48.0,418.0,839.0,49,P337163,Obv
P337163_49_0_768.jpg,250.0,288.0,300.0,337.0,110.0,49,P337163,Obv
P337163_49_0_768.jpg,49.0,311.0,143.0,344.0,10.0,49,P337163,Obv
P337163_49_0_768.jpg,43.0,240.0,142.0,279.0,10.0,49,P337163,Obv
P337163_49_0_768.jpg,241.0,270.0,300.0,305.0,10.0,49,P337163,Obv
P337163_49_0_768.jpg,162.0,435.0,233.0,477.0,599.0,49,P337163,Obv
P337163_49_0_768.jpg,106.0,360.0,173.0,418.0,596.0,49,P337163,Obv
P337163_49_0_768.jpg,229.0,354.0,264.0,405.0,724.0,49,P337163,Obv
P337163_49_0_768.jpg,43.0,370.0,114.0,412.0,379.0,49,P337163,Obv
P337163_49_0_768.jpg,173.0,362.0,231.0,405.0,812.0,49,P337163,Obv
P337163_49_0_768.jpg,103.0,399.0,185.0,451.0,118.0,49,P337163,Obv
P337163_49_0_768.jpg,224.0,426.0,291.0,470.0,580.0,49,P337163,Obv
P337163_49_0_768.jpg,7.0,446.0,89.0,488.0,567.0,49,P337163,Obv
P337163_49_0_768.jpg,48.0,262.0,94.0,317.0,562.0,49,P337163,Obv
